OBJECTID,NOMBRE_DEL,TITULAR,MUNICIPIO,PROVINCIA,UTM_X__Hus,UTM_Y__Hus,MEDIO_RECE,NATURALEZA,CARACT__DE,VOLUMEN__m,NATURALE_1
580,HIPICA ADONAY,"HIPICA ADONAY, S.L.",VILLANUEVA DEL PARDILLO,MADRID,418641.00000000000,4480593.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1825.00000000000,CATEGORÍA I
581,CENTRO RECEPTOR E. R. BERMEJA (ASEOS),MINISTERIO DE DEFENSA-ARMADA-ESTACIÓN RADIONAVAL DE MADRID,VILLAR DEL OLMO,MADRID,478705.00000000000,4462750.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,730.00000000000,CATEGORÍA I
582,CENTRO TRATAMIENTO RDCS VILLAREJO DE SALVANÉS (ASEOS),"GESTIÓN Y DESARROLLO DEL MEDIO AMBIENTE DE MADRID, S.A.",VILLAREJO DE SALVANES,MADRID,474059.00000000000,4448252.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,84.80000000000,CATEGORÍA I
583,EDAR VILLAREJO DE SALVANES,CANAL DE ISABEL II,VILLAREJO DE SALVANES,MADRID,476880.00000000000,4448308.00000000000,ARROYO VALDECAÑAS,URBANO O ASIMILABLE,2.000-10.000 h-e,748250.00000000000,CATEGORÍA I
584,FÁBRICA DE PERFILES DE ALUMINIO (ALUMITRÁN),"ALUMITRAN, S.A.",VILLAREJO DE SALVANES,MADRID,478329.00000000000,4444706.00000000000,FILTRO VERDE,INDUSTRIAL,CLASE 1 Resto,31682.00000000000,CATEGORÍA I
585,GRANJA PARIS AVICOLA (ASEOS),"PARIS AVICOLA, S.A.T.",VILLAREJO DE SALVANES,MADRID,476780.00000000000,4445392.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,182.00000000000,CATEGORÍA I
586,SAGRADA FAMILIA HNOS CURIA PROVINCIAL (VIV. UNIFAMILIAR),SAGRADA FAMILIA HERMANOS DE LA CURIA PROVINCIAL,VILLAREJO DE SALVANES,MADRID,474062.00000000000,4438170.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,240.00000000000,CATEGORÍA I
587,URB. LAS HUERTAS DE VILLAREJO,ASOC. PROP. URB. LAS HUERTAS DE VILLAREJO,VILLAREJO DE SALVANES,MADRID,478875.00000000000,4440114.00000000000,BARRANCO DEL MOLINO,URBANO O ASIMILABLE,<2.000 h-e,73000.00000000000,CATEGORÍA I
588,AREA DE SERVICIO M-50 PK 12 M.DCHA.,"ACCESOS DE MADRID, CONCESIONARIA ESPAÑOLA, S.A.",VILLAVICIOSA DE ODON,MADRID,425698.00000000000,4470265.00000000000,ARROYO PRADOS REDONDOS,INDUSTRIAL,CLASE 1 Resto,4984.00000000000,CATEGORÍA I
589,AREA DE SERVICIO M-50 PK 12 M.IZQDA.,"ACCESOS DE MADRID, CONCESIONARIA ESPAÑOLA, S.A.",VILLAVICIOSA DE ODON,MADRID,425567.00000000000,4470229.00000000000,ARROYO PRADOS REDONDOS,INDUSTRIAL,CLASE 1 Resto,5844.00000000000,CATEGORÍA I
590,CENTRO ASTURIANO DE MADRID,CENTRO ASTURIANO DE MADRID,VILLAVICIOSA DE ODON,MADRID,419622.00000000000,4463256.00000000000,ARROYO BOLILLA,URBANO O ASIMILABLE,<2.000 h-e,18250.00000000000,CATEGORÍA I
591,CENTRO OCUPACIONAL FINCA LA VEGUILLA,FUNDACION PROMIVA,VILLAVICIOSA DE ODON,MADRID,424524.00000000000,4471849.00000000000,ARROYO DE LA VEGA,URBANO O ASIMILABLE,<2.000 h-e,12410.00000000000,CATEGORÍA I
592,EDAR VILLAVICIOSA DE ODON,CANAL DE ISABEL II,VILLAVICIOSA DE ODON,MADRID,420141.00000000000,4467118.00000000000,BARRANCO DE LA VIRGEN,URBANO O ASIMILABLE,>10.000 h-e,7300000.00000000000,CATEGORÍA I
593,RESIDENCIA MAYORES VILLAVICIOSA DE ODON,SERVICIO REGIONAL DE BIENESTAR SOCIAL (COMUNIDAD DE MADRID),VILLAVICIOSA DE ODON,MADRID,420062.00000000000,4469331.00000000000,AFLUENTE RÍO GUADARRAMA,URBANO O ASIMILABLE,<2.000 h-e,73584.00000000000,CATEGORÍA I
594,URB. EL BOSQUE (EDAR A),E.U.C.C. URB. EL BOSQUE,VILLAVICIOSA DE ODON,MADRID,419658.00000000000,4470284.00000000000,RÍO GUADARRAMA,URBANO O ASIMILABLE,<2.000 h-e,29980.00000000000,CATEGORÍA I
595,URB. EL BOSQUE (EDAR C),E.U.C.C. URB. EL BOSQUE,VILLAVICIOSA DE ODON,MADRID,419658.00000000000,4470284.00000000000,RÍO GUADARRAMA,URBANO O ASIMILABLE,<2.000 h-e,106293.00000000000,CATEGORÍA I
596,URB. EL BOSQUE (EDAR F),E.U.C.C. URB. EL BOSQUE,VILLAVICIOSA DE ODON,MADRID,419995.00000000000,4471333.00000000000,ARROYO VALENOSO,URBANO O ASIMILABLE,2.000-10.000 h-e,387726.00000000000,CATEGORÍA I
597,VIVERO FINCA CASA FRANCO (ASEOS),PERSONA FÍSICA,VILLAVICIOSA DE ODON,MADRID,419057.00000000000,4462632.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,23.00000000000,CATEGORÍA I
598,EDAR ZARZALEJO,CANAL DE ISABEL II,ZARZALEJO,MADRID,402379.00000000000,4487444.00000000000,ARROYO PUENTE DELGADO,URBANO O ASIMILABLE,>10.000 h-e,846873.00000000000,CATEGORÍA I
455,REAL CLUB NAUTICO DE MADRID (VIV. UNIFAMILIAR),REAL CLUB NAUTICO DE MADRID,SAN MARTIN DE VALDEIGLESIAS,MADRID,387940.00000000000,4470143.00000000000,RÍO ALBERCHE,URBANO O ASIMILABLE,<2.000 h-e,2200.00000000000,CATEGORÍA I
456,CARAVANAS JARAMA (ASEOS),"CARAVANAS JARAMA, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,449744.00000000000,4491728.00000000000,ARROYO VALDELAHIGUERA,URBANO O ASIMILABLE,<2.000 h-e,436.00000000000,CATEGORÍA I
457,CARAVANING MADRID (ASEOS),"CARAVANING MADRID, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,448889.00000000000,4490865.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1825.00000000000,CATEGORÍA I
458,CENTRO ESPECIAL DE EMPLEO GRANJA SAN JOSE,FUNDACION GIL-GAYARRE,SAN SEBASTIAN DE LOS REYES,MADRID,449820.00000000000,4492245.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,<2.000 h-e,5606.00000000000,CATEGORÍA I
459,CENTRO HIPICO REAL SOCIEDAD HIPICA ESPAÑOLA,"REAL SOCIEDAD HIPICA ESPAÑOLA CLUB DE CAMPO, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,449763.00000000000,4496471.00000000000,ARROYO DEL TALLAR,URBANO O ASIMILABLE,<2.000 h-e,35828.00000000000,CATEGORÍA I
460,COTTOLENGO DEL PADRE ALEGRE,COTTOLENGO DEL PADRE ALEGRE,SAN SEBASTIAN DE LOS REYES,MADRID,452392.00000000000,4493358.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,10800.00000000000,CATEGORÍA I
461,"E.S. CTRA. A-1, KM 18,600","REPSOL COMERCIAL DE PRODUCTOS PETROLÍFEROS, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,448646.00000000000,4488462.00000000000,TERRENO,INDUSTRIAL,CLASE 1 Resto,4376.00000000000,CATEGORÍA I
462,EDAR ARROYO DE LA VEGA,CANAL DE ISABEL II,SAN SEBASTIAN DE LOS REYES,MADRID,450551.00000000000,4487352.00000000000,ARROYO DE LA VEGA,URBANO O ASIMILABLE,>10.000 h-e,23725000.00000000000,CATEGORÍA I
463,EDAR LAS ARROYADAS,AYUNTAMIENTO DE SAN SEBASTIAN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,MADRID,452207.00000000000,4493621.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,2.000-10.000 h-e,189800.00000000000,CATEGORÍA I
464,EDIFICIO CONTROL Y MANTENIMIENTO REE S.S. REYES,"RED ELECTRICA DE ESPAÑA, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,449390.00000000000,4490658.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,250.00000000000,CATEGORÍA I
465,FABRICA CERVEZA HEINEKEN ESPAÑA,"HEINEKEN ESPAÑA, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,451733.00000000000,4492823.00000000000,RÍO JARAMA,INDUSTRIAL,CLASE 2 Resto,1700000.00000000000,CATEGORÍA I
466,FÁBRICA DE PLÁSTICOS SUNDOLITT,"SUNDOLITT, S.A.U.",SAN SEBASTIAN DE LOS REYES,MADRID,451165.00000000000,4491378.00000000000,ARROYO VIÑUELAS,INDUSTRIAL,CLASE 2 Resto,14235.00000000000,CATEGORÍA I
467,FABRICA MUEBLES ZAIL (ASEOS),"ZAIL, S.L.",SAN SEBASTIAN DE LOS REYES,MADRID,451113.00000000000,4491422.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,<2.000 h-e,1000.00000000000,CATEGORÍA I
468,INDUSTRIA FARMACEUTICA CRUCELL SPAIN,"CRUCELL SPAIN, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,449203.00000000000,4491282.00000000000,ARROYO VALDELAHIGUERA,INDUSTRIAL,CLASE 2 Resto,20000.00000000000,CATEGORÍA I
469,ITV SAN SEBASTIAN DE LOS REYES,"INSPECCION TECNICA DEL TRANSPORTE, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,450818.00000000000,4492928.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,7446.00000000000,CATEGORÍA I
470,OFICINAS Y HOTEL EN CLUB CAMPO Y DEPORTE,E.U.C.C. UE3 PUENTE CULTURAL,SAN SEBASTIAN DE LOS REYES,MADRID,449076.00000000000,4491292.00000000000,ARROYO VALDELAHIGUERA,URBANO O ASIMILABLE,2.000-10.000 h-e,108100.00000000000,CATEGORÍA I
471,PARQUE DE MAQUINARIA IMICASOL,"INMOBILIARIA ICA Y SOLETANCHE, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,453714.00000000000,4492130.00000000000,ARROYO JUNCAL DEL TORO,INDUSTRIAL,CLASE 1 Resto,15000.00000000000,CATEGORÍA I
472,PERSONA FÍSICA (VIV. UNIFAMILIAR),PERSONA FÍSICA,SAN SEBASTIAN DE LOS REYES,MADRID,451532.00000000000,4492607.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,7300.00000000000,CATEGORÍA I
473,POBLADO R.A.C.E.,REAL AUTOMOVIL CLUB DE ESPAÑA (RACE),SAN SEBASTIAN DE LOS REYES,MADRID,451346.00000000000,4496031.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,21900.00000000000,CATEGORÍA I
474,PRODUCTOS FARMACEUTICOS FARMASIERRA,"FARMASIERRA MANUFACTURING, S.L.",SAN SEBASTIAN DE LOS REYES,MADRID,451170.00000000000,4495627.00000000000,RÍO JARAMA,INDUSTRIAL,CLASE 2 Resto,50000.00000000000,CATEGORÍA I
475,PRODUCTOS FARMACEUTICOS WYETH FARMA,"WYETH FARMA, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,451865.00000000000,4491865.00000000000,RÍO JARAMA,INDUSTRIAL,CLASE 2 Resto,50000.00000000000,CATEGORÍA I
476,REAL SOCIEDAD HIPICA ESPAÑOLA CLUB DE CAMPO,"REAL SOCIEDAD HIPICA ESPAÑOLA CLUB DE CAMPO, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,450224.00000000000,4495669.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,36500.00000000000,CATEGORÍA I
477,RESTAURANTE LA HACIENDA DE CAMPOAMOR,"MARAZUELA, S.L.",SAN SEBASTIAN DE LOS REYES,MADRID,450591.00000000000,4492492.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,3307.00000000000,CATEGORÍA I
478,SECTOR 1BB SAN SEBASTIAN DE LOS REYES,"ORYECO, S.L.",SAN SEBASTIAN DE LOS REYES,MADRID,451116.00000000000,4495166.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,36500.00000000000,CATEGORÍA I
479,TALLERES CENTRALES ACCIONA INFRAESTRUCTURAS (ASEOS),"ACCIONA INFRAESTRUCTURAS, S.A.",SAN SEBASTIAN DE LOS REYES,MADRID,452282.00000000000,4493167.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,5475.00000000000,CATEGORÍA I
480,URB. CIUDALCAMPO,COM. PROP. ZONA RESIDENCIAL CIUDALCAMPO,SAN SEBASTIAN DE LOS REYES,MADRID,450870.00000000000,4496935.00000000000,RÍO GUADALIX,URBANO O ASIMILABLE,2.000-10.000 h-e,365000.00000000000,CATEGORÍA I
481,URB. CLUB DE CAMPO,AYUNTAMIENTO DE SAN SEBASTIAN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,MADRID,450881.00000000000,4495163.00000000000,ARROYO PARALEJO,URBANO O ASIMILABLE,2.000-10.000 h-e,292000.00000000000,CATEGORÍA I
482,URB. FUENTE DEL FRESNO FASE IV,AYUNTAMIENTO DE SAN SEBASTIAN DE LOS REYES,SAN SEBASTIAN DE LOS REYES,MADRID,449227.00000000000,4492583.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,<2.000 h-e,73000.00000000000,CATEGORÍA I
483,URB. LA GRANJILLA,COM. PROP. URB. LA GRANJILLA,SAN SEBASTIAN DE LOS REYES,MADRID,449395.00000000000,4492334.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,<2.000 h-e,73000.00000000000,CATEGORÍA I
484,VIVEROS AIMARA (ASEOS),"VIVEROS AIMARA, S.L.",SAN SEBASTIAN DE LOS REYES,MADRID,453116.00000000000,4492690.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,297.00000000000,CATEGORÍA I
485,EDAR LA ESTACION-LAS JUNTAS-EL PIMPOLLAR,CANAL DE ISABEL II,SANTA MARIA DE LA ALAMEDA,MADRID,392105.00000000000,4491075.00000000000,RÍO COFIO,URBANO O ASIMILABLE,<2.000 h-e,146000.00000000000,CATEGORÍA I
486,EDAR LA HOYA,CANAL DE ISABEL II,SANTA MARIA DE LA ALAMEDA,MADRID,395503.00000000000,4491528.00000000000,BARRANCO BARRERA,URBANO O ASIMILABLE,<2.000 h-e,10253.00000000000,CATEGORÍA I
487,EDAR LA PARADILLA,CANAL DE ISABEL II,SANTA MARIA DE LA ALAMEDA,MADRID,394651.00000000000,4490321.00000000000,ARROYO PARADILLA,URBANO O ASIMILABLE,<2.000 h-e,11300.00000000000,CATEGORÍA I
488,EDAR LAS HERRERAS,CANAL DE ISABEL II,SANTA MARIA DE LA ALAMEDA,MADRID,392211.00000000000,4497052.00000000000,AFLUENTE DEL RÍO BÚHO,URBANO O ASIMILABLE,<2.000 h-e,15564.00000000000,CATEGORÍA I
489,EDAR NAVALESPINO-SANTA MARIA DE LA ALAMEDA,CANAL DE ISABEL II,SANTA MARIA DE LA ALAMEDA,MADRID,394295.00000000000,4494615.00000000000,ARROYO DE LOS HORCAJUELOS,URBANO O ASIMILABLE,<2.000 h-e,146000.00000000000,CATEGORÍA I
490,EDAR ROBLEDONDO,CANAL DE ISABEL II,SANTA MARIA DE LA ALAMEDA,MADRID,397305.00000000000,4492625.00000000000,ARROYO DEL ROBLEDONDO,URBANO O ASIMILABLE,<2.000 h-e,36500.00000000000,CATEGORÍA I
491,ESTACION RADIO SANTORCAZ - ESTANCIA 1 (ASEOS),MINISTERIO DE DEFENSA-ARMADA-ESTACIÓN RADIONAVAL DE MADRID,SANTORCAZ,MADRID,482504.00000000000,4480785.00000000000,ARROYO FUENTE BANDERAS,URBANO O ASIMILABLE,<2.000 h-e,2190.00000000000,CATEGORÍA I
492,ESTACION RADIO SANTORCAZ - ESTANCIA 2 (ASEOS),MINISTERIO DE DEFENSA-ARMADA-ESTACIÓN RADIONAVAL DE MADRID,SANTORCAZ,MADRID,483394.00000000000,4480776.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.00000000000,CATEGORÍA I
493,CENTRO HIPICO LOS SANTOS (ASEOS),"CENTRO HIPICO LOS SANTOS, S.L.",SANTOS DE LA HUMOSA (LOS),MADRID,475841.00000000000,4486112.00000000000,RÍO HENARES,URBANO O ASIMILABLE,<2.000 h-e,10950.00000000000,CATEGORÍA III
494,EDAR LOS SANTOS DE LA HUMOSA,CANAL DE ISABEL II,SANTOS DE LA HUMOSA (LOS),MADRID,476612.00000000000,4483779.00000000000,ARROYO POVEDA,URBANO O ASIMILABLE,2.000-10.000 h-e,225000.00000000000,CATEGORÍA III
495,EDAR MECO,CANAL DE ISABEL II,SANTOS DE LA HUMOSA (LOS),MADRID,475866.00000000000,4485989.00000000000,RÍO HENARES,URBANO O ASIMILABLE,>10.000 h-e,4943195.00000000000,CATEGORÍA I
496,EL BALCÓN DEL HENARES (VIV. UNIFAMILIAR),"BALCON DEL HENARES, S.L.",SANTOS DE LA HUMOSA (LOS),MADRID,474297.00000000000,4484510.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.00000000000,CATEGORÍA I
497,PERSONA FÍSICA (RESIDENCIA CANINA),PERSONA FÍSICA,SANTOS DE LA HUMOSA (LOS),MADRID,477876.00000000000,4486155.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,736.00000000000,CATEGORÍA I
498,PLANTA RECICLADO VEHICULOS JABONERO Y MORALEDA (ASEOS),"JABONERO Y MORALEDA, S.L.",SANTOS DE LA HUMOSA (LOS),MADRID,476409.00000000000,4486465.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.00000000000,CATEGORÍA I
499,POL. IND. MIRALCAMPO,E.U.C. UP1 MIRALCAMPO,SANTOS DE LA HUMOSA (LOS),MADRID,476066.00000000000,4486384.00000000000,RÍO HENARES,INDUSTRIAL,CLASE 1 Con sustancias peligrosas,306600.00000000000,CATEGORÍA I
500,"E.S. CTRA. A-1, KM 81 M.I. (ASEOS)","DISA PENÍNSULA, S.L.U.",SERNA DEL MONTE (LA),MADRID,448099.00000000000,4543443.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,504.00000000000,CATEGORÍA I
501,"E.S. CTRA. A-1, KM. 80,300 (ASEOS)","TECNOLEO, S.L.",SERNA DEL MONTE (LA),MADRID,448124.00000000000,4542778.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.00000000000,CATEGORÍA I
502,EDAR SERRANILLOS DEL VALLE,CANAL DE ISABEL II,SERRANILLOS DEL VALLE,MADRID,423958.00000000000,4450461.00000000000,ARROYO SOTILLO,URBANO O ASIMILABLE,2.000-10.000 h-e,523775.00000000000,CATEGORÍA I
503,"E.S. CTRA. M-600, KM 44 M.D.","GALP ENERGÍA ESPAÑA, S.A.U.",SEVILLA LA NUEVA,MADRID,413438.00000000000,4465898.00000000000,TERRENO,INDUSTRIAL,CLASE 1 Resto,250.00000000000,CATEGORÍA I
504,"E.S. CTRA. M-600, KM 44 M.I.","GALP ENERGÍA ESPAÑA, S.A.U.",SEVILLA LA NUEVA,MADRID,413504.00000000000,4465827.00000000000,TERRENO,INDUSTRIAL,CLASE 1 Resto,250.00000000000,CATEGORÍA I
505,EDAR SEVILLA LA NUEVA,CANAL DE ISABEL II,SEVILLA LA NUEVA,MADRID,414859.00000000000,4466212.00000000000,ARROYO SACEDÓN,URBANO O ASIMILABLE,2.000-10.000 h-e,448950.00000000000,CATEGORÍA I
506,GRANJA ESCUELA TENA,"TÉCNICAS EDUCATIVAS NATURALES, S.L.",SEVILLA LA NUEVA,MADRID,409900.00000000000,4466119.00000000000,AFLUENTE DEL ARROYO DE LA PAJARILLA,URBANO O ASIMILABLE,<2.000 h-e,3101.00000000000,CATEGORÍA I
507,EDAR SOMOSIERRA,CANAL DE ISABEL II,SOMOSIERRA,MADRID,451163.00000000000,4553101.00000000000,ARROYO TRASLACABEZA,URBANO O ASIMILABLE,<2.000 h-e,22426.00000000000,CATEGORÍA I
508,CENTRO PENITENCIARIO MADRID V (SOTO DEL REAL),CENTRO PENITENCIARIO MADRID V,SOTO DEL REAL,MADRID,433117.00000000000,4507351.00000000000,ARROYO NAVALMOJÓN,URBANO O ASIMILABLE,2.000-10.000 h-e,215168.00000000000,CATEGORÍA III
509,CENTRO EDUCATIVO INTERNACIONAL EL JARAMA,"LOS MIRASOLES, S.A.",TALAMANCA DE JARAMA,MADRID,457075.00000000000,4515455.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,1400.00000000000,CATEGORÍA I
510,EDAR TALAMANCA DE JARAMA,CANAL DE ISABEL II,TALAMANCA DE JARAMA,MADRID,455590.00000000000,4509350.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,2.000-10.000 h-e,593125.00000000000,CATEGORÍA I
511,GRAVERA EL CASTILLO (ASEOS),"PROCOSANZ ARIDOS, S.A.",TALAMANCA DE JARAMA,MADRID,457731.00000000000,4508067.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,46.00000000000,CATEGORÍA I
512,GRAVERA HERMANOS SANJUAN,"HERMANOS SANJUAN, S.A.",TALAMANCA DE JARAMA,MADRID,456323.00000000000,4512542.00000000000,RÍO JARAMA,INDUSTRIAL,CLASE 2 Resto,13200.00000000000,CATEGORÍA I
513,"OXIS, S.A. (ASEOS Y BOXES DE CABALLOS)","OXIS, S.A.",TALAMANCA DE JARAMA,MADRID,461558.00000000000,4507963.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,63.00000000000,CATEGORÍA I
514,EDAR TITULCIA,CANAL DE ISABEL II,TITULCIA,MADRID,450456.00000000000,4442792.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,97273.00000000000,CATEGORÍA I
515,"E.S. CTRA. M-404, KM 31",PERSONA FÍSICA,TORREJON DE VELASCO,MADRID,438215.00000000000,4448311.00000000000,TERRENO,INDUSTRIAL,CLASE 1 Resto,4817.00000000000,CATEGORÍA I
516,EDAR GUATÉN (TORREJÓN DE VELASCO),CANAL DE ISABEL II,TORREJON DE VELASCO,MADRID,435268.00000000000,4446841.00000000000,RÍO GUATEN,URBANO O ASIMILABLE,>10.000 h-e,3741250.00000000000,CATEGORÍA I
517,CENTRO TRABAJO SANTA LUCIA,CANAL DE ISABEL II,TORRELAGUNA,MADRID,452391.00000000000,4518894.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,2628.00000000000,CATEGORÍA I
518,EDAR TORRELAGUNA,CANAL DE ISABEL II,TORRELAGUNA,MADRID,454624.00000000000,4518097.00000000000,ARROYO DE MATACHIVOS,URBANO O ASIMILABLE,>10.000 h-e,1016890.00000000000,CATEGORÍA I
519,ETAP TORRELAGUNA (ASEOS),CANAL DE ISABEL II,TORRELAGUNA,MADRID,452285.00000000000,4520675.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,548.00000000000,CATEGORÍA I
520,EDAR TORREMOCHA DE JARAMA,CANAL DE ISABEL II,TORREMOCHA DE JARAMA,MADRID,459391.00000000000,4520892.00000000000,FILTRO VERDE,URBANO O ASIMILABLE,<2.000 h-e,95630.00000000000,CATEGORÍA I
521,SALONES ANTIGUA FABRICA DE HARINAS,"MARTINEZ RUIZ HERMANOS, S.L.",TORREMOCHA DE JARAMA,MADRID,460043.00000000000,4521313.00000000000,RÍO JARAMA,URBANO O ASIMILABLE,<2.000 h-e,8322.00000000000,CATEGORÍA I
522,EDAR TRES CANTOS,CANAL DE ISABEL II,TRES CANTOS,MADRID,441280.00000000000,4496330.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,>10.000 h-e,4818000.00000000000,CATEGORÍA I
523,ETAP EL BODONAL (ASEOS),CANAL DE ISABEL II,TRES CANTOS,MADRID,442265.00000000000,4495830.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,493.00000000000,CATEGORÍA I
524,KING'S COLLEGE,"KING'S COLLEGE, S.A.",TRES CANTOS,MADRID,442492.00000000000,4496233.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,<2.000 h-e,22502.00000000000,CATEGORÍA I
525,URB. SOTO DE VIÑUELAS,COM. PROP. URBANIZACIÓN SOTO DE VIÑUELAS,TRES CANTOS,MADRID,442074.00000000000,4496207.00000000000,ARROYO VIÑUELAS,URBANO O ASIMILABLE,2.000-10.000 h-e,187900.00000000000,CATEGORÍA I
526,EDAR VALDARACETE,CANAL DE ISABEL II,VALDARACETE,MADRID,482950.00000000000,4452765.00000000000,ARROYO VALDEMARTÍN,URBANO O ASIMILABLE,<2.000 h-e,52378.00000000000,CATEGORÍA I
527,EL PEDROSO (VIV. UNIFAMILIAR),"EL PEDROSO, S.A.",VALDEAVERO,MADRID,472091.00000000000,4497492.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.00000000000,CATEGORÍA I
528,NAVE CRIA CABALLAR VARONA DE LA CUADRA (ASEOS),"JOSE ANTONIO VARONA DE LA CUADRA, S.L.",VALDEAVERO,MADRID,471127.00000000000,4497536.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,365.00000000000,CATEGORÍA I
529,EDAR VALDELAGUNA,CANAL DE ISABEL II,VALDELAGUNA,MADRID,469499.00000000000,4446173.00000000000,ARROYO VEGUILLA,URBANO O ASIMILABLE,2.000-10.000 h-e,280685.00000000000,CATEGORÍA I
530,EDAR VALDEMAQUEDA,CANAL DE ISABEL II,VALDEMAQUEDA,MADRID,389790.00000000000,4483955.00000000000,ARROYO DE LAS CHAPARRAS,URBANO O ASIMILABLE,2.000-10.000 h-e,292000.00000000000,CATEGORÍA I
531,FINCA EL ENDRINAL (VIV. UNIFAMILIARES),"FAGUR, S.L.",VALDEMAQUEDA,MADRID,389603.00000000000,4478847.00000000000,TERRENO,URBANO O ASIMILABLE,<2.000 h-e,955.00000000000,CATEGORÍA I
